,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
0,17878,"Very Nice 2Br in Copacabana w. balcony, fast WiFi",68997,Matthias,Copacabana,-22.96599,-43.1794,Espaço Inteiro,350,5,267,1,257
1,24480,"Nice and cozy near Ipanema Beach, w/ home office",99249,Goya,Ipanema,-22.98405,-43.20189,Espaço Inteiro,296,3,85,1,107
2,25026,Beautiful Modern Decorated Studio in Copa,102840,Viviane,Copacabana,-22.97735,-43.19105,Espaço Inteiro,387,3,238,1,206
3,35636,Cosy flat close to Ipanema beach,153232,Patricia,Ipanema,-22.98839,-43.19232,Espaço Inteiro,172,2,181,1,207
4,35764,COPACABANA SEA BREEZE  -  RIO - 20 X Superhost,153691,Patricia Miranda & Paulo,Copacabana,-22.98107,-43.19136,Espaço Inteiro,260,3,378,1,58
5,48305,Bright 6bed Penthouse Seconds from Beach,70933,Goitaca,Ipanema,-22.98591,-43.20302,Espaço Inteiro,4217,2,91,9,325
6,48726,Rio de Janeiro Copacabana Ipanema,221941,Vana,Copacabana,-22.98528,-43.19264,Quarto Inteiro,114,3,42,2,26
7,48901,Confortable 4BD 3.5BT Atlantic avenue,222884,Marcio,Copacabana,-22.96574,-43.17514,Espaço Inteiro,2015,2,8,2,5
8,49179,Djalma Ocean View Studio with Amazing Views #100A,224192,David,Copacabana,-22.9791,-43.19008,Espaço Inteiro,380,3,106,36,161
9,50294,Ipanema Beach Block Suites Just Seconds from the Beach,70933,Goitaca,Ipanema,-22.98584,-43.20305,Espaço Inteiro,2310,2,74,9,330
10,50759,Casanova Residence great for shoots and events,393296342,Alex,Barra da Tijuca,-23.00451,-43.30873,Espaço Inteiro,3050,1,7,2,354
11,51703,"Ocean view, block of the beach, Copacabana,Ipanema",238091,Dália,Copacabana,-22.98234,-43.19164,Espaço Inteiro,693,3,188,2,321
12,53533,4BD JOATINGA-CASA LINDA w/POOL!  WALK TO BEACH🌺🌺🌺,249439,Sherri & Andre,Joá,-23.00809,-43.29113,Espaço Inteiro,2513,2,16,1,346
13,64795,Ipanema amazing 3 BDRs apartment.,93005,Andrea,Ipanema,-22.98169,-43.2028,Espaço Inteiro,1157,3,28,1,58
14,65546,"Beach Block 3bed Penthouse, Ipanema Best Location",70933,Goitaca,Ipanema,-22.98599,-43.20299,Espaço Inteiro,3325,2,67,9,331
15,66574,Beach apart in Rio (jan. 2022),326301,Frederic,Flamengo,-22.92837,-43.17473,Espaço Inteiro,220,4,1,1,321
16,66797,Studio Apart  for rent in ipanema.,328096,Carlos,Copacabana,-22.9824,-43.19593,Espaço Inteiro,380,3,226,2,231
17,68422,Copacabana Beach Living+AirConWiFi,339264,David,Copacabana,-22.98553,-43.18964,Quarto Inteiro,221,4,79,1,77
18,70080,Apart-hotel in Ipanema with service and garage,319672,Valeria,Ipanema,-22.9854,-43.19602,Espaço Inteiro,786,2,422,6,220
19,72900,IPANEMA-Steps2BEACH!,379211,Lc,Ipanema,-22.98467,-43.19941,Espaço Inteiro,851,5,14,1,210
20,76245,Spacious Home Heart of Rio290m4QT. Discount10%week,406651,Diogo,Copacabana,-22.98192,-43.19397,Espaço Inteiro,3149,2,127,1,221
21,76300,"GREAT VIEW -Guesthouse ""CASA 48""- Santa Teresa  #1",406989,Casa 48 Guesthouse,Santa Teresa,-22.92742,-43.19464,Quarto Inteiro,225,7,215,6,269
22,77318,❤Unique RIO | retreat w/ forest view in hot spot,110002,Silvia,Gávea,-22.97766,-43.2311,Espaço Inteiro,373,5,37,1,0
23,80145,Stay in a small imperial castle !,432777,Andreas,Santa Teresa,-22.92456,-43.19028,Quarto Inteiro,243,2,14,2,360
24,86670,FRONTEIRA LEBLON/IPANEMA - VISTA FANTÁSTICA,474221,June,Leblon,-22.98361,-43.21827,Espaço Inteiro,690,2,92,6,34
25,86864,Apartamento Moderno e confortavel,476162,Simone,Copacabana,-22.98174,-43.19039,Espaço Inteiro,500,5,7,4,288
26,86978,Room For a Rent : Rio de Janeiro,476838,Antonio,Jacarepaguá,-22.97293,-43.38321,Quarto Inteiro,851,1,0,1,365
27,87762,Apartamento a 1 quadra da praia de Ipanema/Leblon,480527,Pablo,Ipanema,-22.98339,-43.21436,Espaço Inteiro,293,2,32,1,45
28,88528,COPACABANA - Lindo apartamento na quadra da praia,474221,June,Copacabana,-22.97794,-43.18969,Espaço Inteiro,460,2,71,6,279
29,88781,COPACABANA - ÓTIMA LOCALIZAÇÃO,474221,June,Copacabana,-22.97456,-43.18807,Espaço Inteiro,460,2,62,6,222
30,89862,COPACABANA - No melhor lugar,474221,June,Copacabana,-22.97607,-43.18926,Espaço Inteiro,448,2,47,6,175
31,89893,Exotic place in Rio de Janeiro.,483023,Geny,Laranjeiras,-22.94124,-43.19214,Quarto Inteiro,511,1,0,1,365
32,89981,IPANEMA  QUARTO + BANHEIRO PRIVADO,488707,Celia,Ipanema,-22.98088,-43.20042,Quarto Inteiro,227,3,167,1,240
33,94895,Quarto em Copacabana - temporada,506187,Sheila,Copacabana,-22.97256,-43.18948,Quarto Inteiro,163,1,7,3,326
34,96431,Amazing ocean view !,511850,Marina E Ernani,Barra da Tijuca,-23.01124,-43.37081,Espaço Inteiro,523,4,51,2,280
35,96478,APARTAMENT IN BOTAFOGO  BEAUTIFULL,530471,Hugo,Botafogo,-22.94656,-43.18176,Quarto Inteiro,170,4,0,3,334
36,97636,Rio de Janeiro for you! Go for it!,496656,Marcia  Longras,Botafogo,-22.94169,-43.18703,Quarto Inteiro,192,8,17,7,365
37,99547,Lapa Archs | Santa Teresa best studio for 2 people,524101,Fabiana,Centro,-22.91408,-43.18233,Espaço Inteiro,190,4,61,2,162
38,99971,Right in front of the beach in Rio!,525976,Ricardo,Leblon,-22.98812,-43.22897,Espaço Inteiro,1065,3,112,1,307
39,101182,APARTAMENT IN FRONT OF THE BEACH,530471,Hugo,Botafogo,-22.94837,-43.18315,Espaço Inteiro,200,4,0,3,350
40,103053,santa teresa bairro fatima lapa,533278,Kaka,Santo Cristo,-22.90559,-43.20979,Quarto Inteiro,397,1,0,1,365
41,106372,Reveillon & Natal na Barra da Tijuca. Rj,551316,Katia,Barra da Tijuca,-23.00744,-43.43045,Espaço Inteiro,800,4,7,1,357
42,107469,Quarto confortável com vista panorâmica,556738,Casa Da Carmen E,Santa Teresa,-22.91889,-43.18038,Quarto Inteiro,60,60,2,4,360
43,108072,Nice 1 BR Apartment in Copacabana,521514,Chris,Copacabana,-22.98314,-43.19086,Espaço Inteiro,320,4,150,1,346
44,108882,Gloria Sunshine Apartment in Rio,475926,Angelica/ Fca,Glória,-22.91972,-43.1789,Espaço Inteiro,496,3,58,1,61
45,109747,IPANEMA'S MOST BEAUTIFUL VIEW for 6+2,554897,Jane,Ipanema,-22.98697,-43.19751,Espaço Inteiro,1338,2,169,1,279
46,118355,HOUSE IN GARDEN,523251,Humberto,Itanhangá,-22.98752,-43.31505,Espaço Inteiro,3679,1,7,6,244
47,125656,"Copacabana Studio -  5* Reviews, 5 mins to Beach",624433,Alan & Catherine,Copacabana,-22.9696,-43.1887,Espaço Inteiro,797,3,85,1,279
48,128727,Double room in family house,622729,Geraldo & Shalluan,Praça Seca,-22.895765,-43.353809,Quarto Inteiro,250,1,4,1,0
49,130234,excellent studio apartment,641519,Osvaldo,Copacabana,-22.97575,-43.18877,Espaço Inteiro,180,3,4,1,0
50,132114,beauty beedrom in Laranjeiras.,649320,Stella E Antonio,Laranjeiras,-22.93707,-43.19071,Quarto Inteiro,105,1,5,1,359
51,132832,VISTA PRAIA COPA - Excelente Quarto,652627,Ana,Copacabana,-22.98282,-43.18935,Quarto Inteiro,160,2,4,5,18
52,132909,QUARTO PRIVATIVO,652889,Fernando Patricio,Maracanã,-22.91547,-43.22638,Quarto Inteiro,300,1,1,1,364
53,133221,The room has its own toilet.,6416134,Rosangela,Santa Teresa,-22.91882,-43.17828,Quarto Inteiro,70,2,30,1,356
54,137002,"Very sophisticated in the mettle of Leblon, av. Cupertino",635510,Gilberto,Leblon,-22.98251,-43.22108,Espaço Inteiro,2703,2,26,5,307
55,137048,Charming 2 bedroom flat in Leblon,670198,Clarisse,Leblon,-22.98175,-43.22492,Espaço Inteiro,393,3,35,1,154
56,137150,Penthouse at Lagoa close to Ipanema,670788,Roberto,Lagoa,-22.97366,-43.20493,Espaço Inteiro,2838,21,0,1,365
57,137343,"2BR, 2 blocks from Ipanema Beach",671579,Karen,Ipanema,-22.98456,-43.1956,Espaço Inteiro,397,6,39,1,299
58,141434,URCA Amazing Penthouse w/ best view/ 230 m2,687759,Adriana,Botafogo,-22.95454,-43.17442,Espaço Inteiro,1127,2,35,2,320
59,146402,Suite in a beautiful house-Lagoa/RJ,713797,Rosalia,Humaitá,-22.96148,-43.20038,Quarto Inteiro,486,2,81,2,351
60,154127,Lindo Apt. Rio Centro / Rock in Rio,757937,Renata,Jacarepaguá,-22.97275,-43.41337,Espaço Inteiro,500,1,0,1,361
61,166177,Studio  70 meters from Copacabana beach,792218,Levy,Copacabana,-22.97854,-43.1904,Espaço Inteiro,367,2,92,10,326
62,166861,Private Double room at Copacabana,454863,Dary,Copacabana,-22.98413,-43.19235,Quarto Inteiro,234,3,12,2,323
63,166972,O MELHOR ESTÚDIO DE  COPACABANA,795470,Luiz Otavio,Copacabana,-22.96614,-43.18401,Espaço Inteiro,299,3,1,1,238
64,167031,"Arpoador beach, the best part of Ipanema",792218,Levy,Ipanema,-22.9869,-43.19286,Espaço Inteiro,523,2,64,10,310
65,167932,Quiet studio in the best of COPA,792218,Levy,Copacabana,-22.97064,-43.18496,Espaço Inteiro,410,2,77,10,293
66,170265,Quarto confortável na praia da Barra da Tijuca,811735,Ivana,Barra da Tijuca,-23.0102,-43.37246,Quarto Inteiro,264,2,1,2,363
67,170397,Studio in the HEART of Copacabana,792218,Levy,Copacabana,-22.97135,-43.18779,Espaço Inteiro,381,2,102,10,303
68,171505,Come and feel at home,820276,Cristiana,Vidigal,-22.99327,-43.23481,Espaço Inteiro,454,3,1,1,363
69,172902,Studio between Ipanema / Copacabana,792218,Levy,Copacabana,-22.98114,-43.19429,Espaço Inteiro,329,2,96,10,326
70,173709,Excelent apt near Copacabana beach,829630,Luciana,Copacabana,-22.96104,-43.17647,Espaço Inteiro,510,1,78,3,71
71,174101,Penthouse & Private Airy and Quiet Terrace,259815,Valerie & Alex,Copacabana,-22.98015,-43.19098,Espaço Inteiro,903,3,196,2,44
72,176185,Penthouse Oceanview Copacab/Ipanema,842466,Wolfgang,Copacabana,-22.98401,-43.19035,Espaço Inteiro,3489,3,144,1,358
73,178833,Penthouse #1! Best Internet! Veranda! Expat US-DE,856145,Mario,Copacabana,-22.98026,-43.19109,Quarto Inteiro,330,5,110,3,289
74,178951,Penthouse #2! Best Internet! Veranda! Expat US-DE,856145,Mario,Copacabana,-22.97858,-43.19075,Espaço Inteiro,329,10,89,3,315
75,181138,"Stunning penthouse with ocean view and panoramic terrace, beach one minute away.",868175,Yann,Copacabana,-22.98467,-43.19166,Espaço Inteiro,1611,3,68,1,251
76,186604,Private room in downtown Rio,896919,Mauro,Centro,-22.90544,-43.19471,Quarto Inteiro,681,3,0,1,365
77,188155,Copacabana - 2 rooms - Carnival available,617333,Luis,Copacabana,-22.96775,-43.18457,Espaço Inteiro,657,2,42,3,176
78,190204,Venusian Room at Botafogo,918340,Flávia,Botafogo,-22.94882,-43.18121,Quarto Inteiro,800,3,46,2,359
79,190906,Charmoso apartamento na praia de Ipanema,823800,Rafaella,Ipanema,-22.98057,-43.1995,Espaço Inteiro,626,4,167,27,204
80,191955,bedroom suite,929229,Arlete,Humaitá,-22.95644,-43.19992,Quarto Inteiro,164,5,1,2,359
81,193317,Bedroom Ipanema 1 block from beach,937397,Adriano,Ipanema,-22.98467,-43.19714,Quarto Inteiro,442,4,183,3,133
82,196312,Flat between Copacabana & Ipanema,955720,Priscilla,Copacabana,-22.98357,-43.19408,Espaço Inteiro,180,2,76,1,83
83,198646,COME SPEND THE BEST PLACE IN RIO!!!,969822,Lucia,Marechal Hermes,-22.8607,-43.36681,Quarto Inteiro,69,1,6,2,363
84,198665,Comfort and safety on your trip,969899,Josevalda,Jardim Botânico,-22.96055,-43.22285,Quarto Inteiro,511,3,6,1,365
85,200568,30m of Ipa Beach - S1  Mensal,980805,Henrique,Ipanema,-22.98586,-43.19411,Espaço Inteiro,80,7,186,7,32
86,201308,"Nice area,  safe,clean and central",984392,Mrs. Cindy,Laranjeiras,-22.93595,-43.18791,Quarto Inteiro,851,3,2,1,365
87,202400,COPACABANA - RIO DE JANEIRO - 1/2 block from beach,961863,Caesar,Copacabana,-22.97323,-43.18819,Espaço Inteiro,369,3,0,1,268
88,202778,Best Studio in Rio - Copacabana,529105,Alex,Copacabana,-22.96582,-43.17786,Espaço Inteiro,840,3,204,3,349
89,203674,"IPANEMA PENTHOUSE,JACUZZI + STUNNING CRISTO VIEWS!",999125,Alastair,Ipanema,-22.98335,-43.20306,Espaço Inteiro,2255,5,48,1,255
90,209671,1 bed apartment in beautiful Gloria,1005728,Humphry,Glória,-22.92368,-43.17421,Espaço Inteiro,224,7,0,1,156
91,210173,"BEAUTIFUL! Spacious,all rooms",1030316,Elizabeth,Copacabana,-22.98596,-43.19001,Quarto Inteiro,1576,2,3,4,320
92,215793,"BEAUTIFUL! Spacious,king room!",1030316,Elizabeth,Copacabana,-22.98596,-43.19001,Quarto Inteiro,500,2,31,4,351
93,215878,"Beautiful! Spacious ,Queen Room !!!",1030316,Elizabeth,Copacabana,-22.98596,-43.19001,Quarto Inteiro,235,2,30,4,81
94,215887,"BEAUTIFUL! Spacious,TWIN ROOM.",1030316,Elizabeth,Copacabana,-22.98596,-43.19001,Quarto Inteiro,414,2,33,4,363
95,216436,STUNNING WEST RIO BEACHES & MNTNS,2182548,Naiana,Vargem Grande,-22.98271,-43.49074,Espaço Inteiro,1429,1,2,1,79
96,216461,Comfortable room in Flamengo / RIO,1154263,"Zeilma , Da",Flamengo,-22.9399,-43.17676,Quarto Inteiro,851,1,0,1,365
97,216700,Ótimo quarto perto Cristo Redentor,1118486,Moara,Laranjeiras,-22.94373,-43.19147,Quarto Inteiro,300,4,20,2,359
98,219250,Varandão Atelier Lounge Sta. Teresa,1134264,Ricardo,Santa Teresa,-22.91666,-43.17947,Espaço Inteiro,207,2,362,2,327
99,220377,Hosts in Rio Master room (double),1142424,Taciana,Tijuca,-22.9288,-43.24046,Quarto Inteiro,180,1,4,2,341
100,220705,Comfortable room in quiet street,1144461,Rachel,Copacabana,-22.98246,-43.19376,Quarto Inteiro,300,3,0,2,278
101,223073,❤️ MODERN LOFT IN BEST SPOT OF IPANEMA 1 - 120MB❤️,503995,❤️ BrUx ❤️,Ipanema,-22.9828,-43.20467,Espaço Inteiro,472,1,405,7,329
102,230989,Nice Flat in Copacabana  Ocean View,1207700,Maria Luiza,Copacabana,-22.97923,-43.18902,Espaço Inteiro,400,3,113,4,319
103,231105,"Suite 2 people, beach, events, fun",1208327,Christian,Jacarepaguá,-22.969053,-43.388355,Espaço Inteiro,209,3,74,4,73
104,231497,Nice big studio in Copacabana,1207700,Maria Luiza,Copacabana,-22.98238,-43.19215,Espaço Inteiro,464,3,59,4,334
105,231516,Apartment on Copacabana beach,1207700,Maria Luiza,Copacabana,-22.97787,-43.18792,Espaço Inteiro,350,3,30,4,299
106,236991,PRAIA DE COPACABANA!!   1 BLOCK FROM THE BEACH,1241662,Nilda,Copacabana,-22.96488,-43.17478,Espaço Inteiro,704,5,35,2,66
107,238802,EXCELLENT TWO BEDROOM APARTMENT IN COPACABANA,235496,Paola & Isak,Copacabana,-22.96386,-43.17757,Espaço Inteiro,1033,2,44,4,315
108,239531,Bedroom with seaview  surrounded with everything,792218,Levy,Copacabana,-22.96434,-43.17563,Espaço Inteiro,438,2,90,10,316
109,242214,APT IN BOTAFOGO INFRONT OF THE BEAC,530471,Hugo,Botafogo,-22.94985,-43.18104,Espaço Inteiro,200,1,0,3,351
110,245341,Priviledge location in Rio,1286915,Luciane,Glória,-22.92072,-43.17953,Espaço Inteiro,414,3,6,1,361
111,245951,Luxury Apartment in Copacabana,1289982,Carnaval Turismo,Copacabana,-22.96704,-43.18201,Espaço Inteiro,350,3,13,1,340
112,247052,Christ the Redeemer View,1295841,Osmar,Botafogo,-22.95665,-43.18481,Espaço Inteiro,369,5,0,1,171
113,247779,Cozy Apartment in Ipanema!,1298591,Karina,Copacabana,-22.9851,-43.1932,Espaço Inteiro,474,2,136,2,59
114,248756,Copacabana 1 block away from beach,804664,Bernardo,Copacabana,-22.98029,-43.19054,Espaço Inteiro,280,3,127,1,57
115,249323,"Designer beachfront apt, safe loc",1306210,Raphael,Copacabana,-22.976,-43.18838,Espaço Inteiro,2351,1,85,1,339
116,249616,Flat at Barra Near by WINDSOR HOTEL,1307761,Malí,Barra da Tijuca,-23.01097,-43.32266,Espaço Inteiro,195,3,220,2,0
117,249842,"Central, perto da praia e possibilidade de garagem",1309444,Sonia,Copacabana,-22.96794,-43.18969,Quarto Inteiro,199,2,133,3,24
118,251701,LEBLON BEACHFRONT VILLA APT.2,1319991,Jake,Vidigal,-22.99037,-43.23115,Espaço Inteiro,973,7,27,10,365
119,251868,Great & comfy studio Copa!,1321287,Helena,Copacabana,-22.9792,-43.1901,Espaço Inteiro,394,4,83,2,99
120,256323,Garden Studio - Home away from Home,1348172,Jennifer,Santa Teresa,-22.91742,-43.1833,Espaço Inteiro,192,3,194,1,116
121,262466,APTO BOTAFOGO - BEM LOCALIZADO,1377161,Ana Cristina,Botafogo,-22.95508,-43.18251,Espaço Inteiro,250,1,3,1,240
122,264816,Duplex in BARRA  w/private terrace,259815,Valerie & Alex,Barra da Tijuca,-23.00291,-43.39086,Espaço Inteiro,295,14,37,2,87
123,265072,New Apartment near Copacabana Beach,829630,Luciana,Copacabana,-22.96554,-43.17655,Espaço Inteiro,432,1,83,3,83
124,271975,Unbelievable Ocean View Apartment,1423140,Maria,Vidigal,-22.99508,-43.23604,Espaço Inteiro,236,1,8,1,237
125,272210,Triple A Lapa. Great location.,1424767,Gustavo,Centro,-22.91341,-43.18349,Espaço Inteiro,200,2,23,4,358
126,272335,EXCELLENT APARTMENT IN COPACABANA!!,7506316,Vitor,Copacabana,-22.9623,-43.17389,Espaço Inteiro,436,4,214,1,325
127,272631,Comfort em Copacabana,1426830,Neyde,Copacabana,-22.9675,-43.18666,Quarto Inteiro,255,2,22,3,355
128,273261,Amazing Huge Apartment in Leblon,533566,Lucas,Leblon,-22.98632,-43.22936,Espaço Inteiro,5675,2,0,1,365
129,273333,Suite charmosa no Jardim Botânico,625565,Kakau,Jardim Botânico,-22.96612,-43.21899,Quarto Inteiro,154,3,20,2,315
130,273363,Lindo quarto para longas temporadas,556738,Casa Da Carmen E,Santa Teresa,-22.91825,-43.17872,Quarto Inteiro,55,90,4,4,234
131,273463,2 bedroom apart with view to the lagoon and garage,319672,Valeria,Lagoa,-22.97542,-43.19857,Espaço Inteiro,750,2,485,6,160
132,273496,Luxury Accommodation in Hip Leblon,4022675,Thea & Gui,Leblon,-22.98161,-43.22189,Espaço Inteiro,790,3,53,1,268
133,273753,Beautiful room for students,556738,Casa Da Carmen E,Santa Teresa,-22.91709,-43.18068,Quarto Inteiro,55,60,2,4,303
134,274116,Comfortable apart in Santa Teresa - Rio de Janeiro,1433502,Norberto,Santa Teresa,-22.91984,-43.1865,Espaço Inteiro,141,4,36,1,286
135,274328,"IpanemaPenthouse, Very best location",1137583,Clara & Francisco,Ipanema,-22.98465,-43.19794,Espaço Inteiro,1703,5,87,1,22
136,274552,APT LAPA. BOA NEGOCIAÇÃO CARNAVAL ATÉ 5 PESSOAS!,1435630,Arilson,Centro,-22.91415,-43.18757,Espaço Inteiro,500,4,2,1,365
137,276986,Priv bed/bathroom w/ A/C near Ipanema beach subway,1446638,Daniel & Raquel,Ipanema,-22.98126,-43.19943,Quarto Inteiro,170,3,10,1,268
138,277124,Beach and Mountain beauty in Rio!,72111,David,São Conrado,-22.99804,-43.25947,Quarto Inteiro,516,2,12,1,364
139,278679,"5 min a pé - Praia de Copacabana, Metrô, WiFi II",449677,Renato / Louri,Copacabana,-22.98069,-43.19277,Espaço Inteiro,431,6,23,6,40
140,278745,Luxury Apartment - in Ipanema,529105,Alex,Ipanema,-22.98141,-43.20911,Espaço Inteiro,2749,7,1,3,365
141,280625,"Fascinating Rio, on the hills!",496656,Marcia  Longras,Botafogo,-22.94265,-43.18768,Quarto Inteiro,188,5,21,7,353
142,281459,REVEILLON 2022!ENTRE LAGOA E IPANEMA PRÓXIMO METRO,1116738,Nilda,Lagoa,-22.97406,-43.20676,Espaço Inteiro,871,3,9,1,23
143,282071,"Rio, hospedagem e tranquilidade",1470188,Jaqueline,Flamengo,-22.9365,-43.17868,Espaço Inteiro,369,2,36,1,244
144,284762,"10People Ipanema/Copa (Páscoa, Boat Show, Feriado",1408960,Celina,Copacabana,-22.98277,-43.1936,Espaço Inteiro,857,2,7,2,348
145,285363,Pet Friendly Apartment in Copacabana for up to 4 people 150m from the beach CaviRio PI401,1381764,CaviRio,Copacabana,-22.9619,-43.1749,Espaço Inteiro,540,2,105,20,323
146,286677,a ocean view quadruple room in copacabana,1429181,Samuel,Copacabana,-22.96633,-43.17754,Quarto Inteiro,379,1,34,8,180
147,286702,double/twin bedroom studio in copa,1429181,Samuel,Copacabana,-22.96333,-43.17483,Espaço Inteiro,217,2,132,8,337
148,286788,triple ocean view room in copacaban,1429181,Samuel,Copacabana,-22.96633,-43.17754,Quarto Inteiro,386,1,20,8,187
149,286792,triple ocean view room in copacaban,1429181,Samuel,Copacabana,-22.96745,-43.17654,Quarto Inteiro,343,2,1,8,190
150,288758,517 Studio in Copacabana available,1500426,Rio,Copacabana,-22.98484,-43.19215,Espaço Inteiro,6000,30,25,56,365
151,289898,double/twin ocean view room in copa,1429181,Samuel,Copacabana,-22.96633,-43.17754,Quarto Inteiro,329,1,4,8,189
152,290503,"5 min a pé - Praia de Copacabana, Metrô, WiFi III",449677,Renato / Louri,Copacabana,-22.98069,-43.19277,Espaço Inteiro,411,6,28,6,50
153,291771,Beautiful Newly Renovated Studio in Copacabana !,1511425,Renata,Copacabana,-22.96343,-43.1905,Espaço Inteiro,3040,4,16,1,83
154,294292,"Copacabana, Cozy and Central",1309444,Sonia,Copacabana,-22.96849,-43.18863,Quarto Inteiro,129,2,46,3,96
155,295493,Delicious new and beautifull 2 bedrooms apartment,1526160,Mariana,Laranjeiras,-22.9409,-43.19129,Espaço Inteiro,270,2,8,2,347
156,295683,Fresh n' Pendant-Botafogo,1526357,Antonio  ( Ton' ),Botafogo,-22.94664,-43.18558,Quarto Inteiro,60,1,182,1,0
157,295955,Acogedor departamento en un barrio precioso de Río,1527388,Ana,Laranjeiras,-22.93477,-43.17963,Espaço Inteiro,136,29,16,1,281
158,297908,Studio em Santa Teresa/Lapa,690494,Eduardo & Raimundo,Santa Teresa,-22.91735,-43.18133,Espaço Inteiro,196,2,51,1,332
159,299352,Santa Teresa Q ENSUITE for 2 people,1543711,Ezio,Santa Teresa,-22.92978,-43.19623,Quarto Inteiro,851,2,7,2,365
160,306113,Copacabana Beach side view 9th floor natural light,1574255,Claudio,Copacabana,-22.97975,-43.19016,Espaço Inteiro,371,5,130,1,153
161,307714,SUITE IN IPANEMA RIO DE JANEIRO,1583161,Vanessa,Ipanema,-22.98323,-43.1982,Quarto Inteiro,284,5,8,1,85
162,310233,"Sleek, luxurious, in Copacabana",1595467,Dennis,Copacabana,-22.96738,-43.18026,Espaço Inteiro,153,6,26,1,166
163,311801,Copa Penthouse Black & White Suite,1603206,Bob,Copacabana,-22.96779,-43.18065,Espaço Inteiro,367,3,177,6,322
164,311806,"Rio de janeiro, Ipanema 600m beach!",1603013,Giane,Ipanema,-22.98116,-43.19864,Espaço Inteiro,426,5,22,2,165
165,312127,"Centro, well located and functional",524101,Fabiana,Centro,-22.90894,-43.19385,Espaço Inteiro,249,5,12,2,27
166,313223,Bedroom & living room  in the best part of Ipanema,792218,Levy,Ipanema,-22.98377,-43.20067,Espaço Inteiro,549,2,130,10,279
167,313441,quarto com suite e cozinha casa boa,1451937,Marcelo,Senador Camará,-22.88029,-43.49154,Quarto Inteiro,66,1,2,1,365
168,314975,BEST PLACE IN RIO FOR CARNIVAL!! SEE REVIEWS!!,1617355,Claudio,Leblon,-22.98836,-43.22646,Espaço Inteiro,607,8,18,1,357
169,315102,idéalement  bien situé ipanema,1618278,Andy,Ipanema,-22.98649,-43.19793,Espaço Inteiro,871,4,46,2,118
170,315109,Flat in the heart of Ipanema beach,1618486,Denise,Ipanema,-22.9819,-43.20042,Espaço Inteiro,225,10,15,2,268
171,316652,Everything u need + Breakfast!,1626226,Luiz,Botafogo,-22.94471,-43.18421,Quarto Inteiro,153,3,96,1,229
172,318861,3 Bedroom 3 bathroom luxury apt.,1635489,Riyad,Copacabana,-22.96703,-43.18193,Espaço Inteiro,1135,3,3,1,58
173,321637,NEW WORLD LODGINGS #Caledonia Room,1641925,Charles,Botafogo,-22.94187,-43.18707,Quarto Inteiro,738,3,1,3,365
174,321648,NEW WORLD LODGINGS #Tirrik Room -RJ,1641925,Charles,Botafogo,-22.94259,-43.18703,Quarto Inteiro,738,3,3,3,365
175,322004,THE BEST OF IPANEMA I - ONE BEDROOM,1648634,Jose,Ipanema,-22.98531,-43.20082,Espaço Inteiro,851,4,198,8,221
176,323213,Quarto aconchegante em Ipanema.,1603013,Giane,Ipanema,-22.98123,-43.19865,Quarto Inteiro,422,3,13,2,349
177,324324,Wonderful location in Copacabana!,1659441,Valéria,Copacabana,-22.96488,-43.17707,Espaço Inteiro,943,3,103,1,231
178,324541,NEW WORLD INDEPENDENT LODGINGS - RJ,1641925,Charles,Botafogo,-22.94264,-43.18865,Quarto Inteiro,1986,3,6,3,365
179,324679,Rio from the hill!,496656,Marcia  Longras,Botafogo,-22.94231,-43.18528,Quarto Inteiro,188,5,13,7,357
180,324827,duino`s house in Rio de Janeiro,1622624,Edwin,Vargem Grande,-23.00075,-43.50841,Quarto Compartilhado,454,1,0,1,365
181,326205,Copa Penthouse Red & White Suite,1603206,Bob,Copacabana,-22.96825,-43.18237,Espaço Inteiro,263,3,116,6,313
182,326575,A COPACABANA 2 Bedroom  BEACH BLOCK,1668565,Maria José,Copacabana,-22.97696,-43.18933,Espaço Inteiro,621,3,199,1,281
183,327375,2BR Cosy Apt w/Pool in Santa Teresa,1673501,Josy,Santa Teresa,-22.92129,-43.18193,Espaço Inteiro,3960,1,12,4,358
184,328626,OLYMPIC GAMES 2016 - in Rio de Janeiro,1675497,Priscila,Santa Teresa,-22.92286,-43.1879,Espaço Inteiro,1250,20,1,1,365
185,328668,LOFT NEAR BEAUTIFUL WILD BEACHES,1678723,Cibele,Vargem Grande,-22.9682,-43.49165,Quarto Inteiro,200,1,0,1,365
186,329615,Private room in big nice house,1416853,Maria,Jardim Botânico,-22.96547,-43.23666,Quarto Inteiro,1135,1,0,1,365
187,330146,independent room within nature,1683850,Giselle & Jorge,Recreio dos Bandeirantes,-23.02176,-43.51962,Quarto Inteiro,200,2,0,1,365
188,331088,Leblon Beach /Gávea The Best placee,530231,Yaya,Leblon,-22.9789,-43.22399,Quarto Inteiro,91,1,45,5,322
189,331199,BOTAFOGO BEACH | BUNKBED ROOM,1689028,Leo,Botafogo,-22.94351,-43.18324,Quarto Inteiro,120,3,106,2,349
190,332150,"GREAT VIEW -Santa Teresa- GUESTHOUSE ""Casa 48""  #2",406989,Casa 48 Guesthouse,Santa Teresa,-22.92879,-43.19474,Quarto Inteiro,225,7,69,6,269
