,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
1601,2472488,Happy new year!Copacabana beach 3 bedroom!,12644787,Monica,Lagoa,-22.9737,-43.20747,Espaço Inteiro,707,2,4,2,156
1602,2473019,Excellent Leblon Rio Next To Beach,12647926,Cabral,Leblon,-22.98372,-43.22326,Espaço Inteiro,1814,2,69,1,176
1603,2473279,Réveillon no Rio de Janeiro,12649171,Tiago,São Francisco Xavier,-22.9059,-43.24367,Espaço Inteiro,480,1,0,1,365
1604,2473323,Ótima localização Barra da Tijuca!,12650247,Rita,Barra da Tijuca,-22.99769,-43.33662,Quarto Inteiro,92,2,182,1,323
1605,2473738,Quarto em Santa Teresa/Laranjeiras,12590191,Rodrigo,Santa Teresa,-22.93373,-43.19836,Quarto Inteiro,300,1,0,1,365
1606,2473900,Reveillon New Year apartment in Rio,12653137,Marwin,Praça da Bandeira,-22.90994,-43.21319,Espaço Inteiro,145,4,3,1,81
1607,2473992,Copacabana three single beds,12029822,Leopoldo,Copacabana,-22.96465,-43.18288,Quarto Inteiro,657,1,19,3,363
1608,2476093,Charme e conforto na quadra da praia de Ipanema,5700957,Gisele,Ipanema,-22.98512,-43.21048,Espaço Inteiro,716,3,82,1,107
1609,2476117,1- FLAT WITH SUGAR LOAF MOUNTAIN VIEW 203 /303,10796926,Frederico & Marcela,Santa Teresa,-22.91774,-43.18101,Espaço Inteiro,316,1,142,15,353
1610,2476890,Flat-Room Ocean View - 5 guests,12645092,Gilcélia,Leme,-22.96121,-43.17067,Espaço Inteiro,103,2,85,2,253
1611,2477081,Three Bedroom Apartment in Leblon,1430897,Flavia & Nando,Leblon,-22.982544,-43.22263,Espaço Inteiro,857,7,35,2,169
1612,2477889,Apartmento na Tijuca,12673423,Gilberto,Tijuca,-22.93558,-43.24726,Quarto Inteiro,193,5,2,2,365
1613,2478146,Bora Bora Barra Apartment,12675172,Patrick,Barra da Tijuca,-22.9734,-43.38934,Espaço Inteiro,585,2,0,1,0
1614,2479163,CONFORTABLE ROOM COPACABANA BEACH,12644787,Monica,Copacabana,-22.97567,-43.19488,Quarto Inteiro,606,4,0,2,67
1615,2479508,COPA 2014,9511978,Valérie,Tijuca,-22.91652,-43.22934,Espaço Inteiro,35347,12,0,1,365
1616,2482494,Apartment Steps to Copacabana Beach,12705920,Danny,Copacabana,-22.97957,-43.18921,Espaço Inteiro,602,3,3,2,354
1617,2485816,Estratégico Confortável 3Bdr 3Bath Botafogo,12720359,Maria,Botafogo,-22.94893,-43.18408,Espaço Inteiro,832,2,122,1,268
1618,2487809,Modern 2BD in the heart of Leblon,10779237,Raquel,Leblon,-22.98479,-43.22292,Espaço Inteiro,450,3,23,1,276
1619,2487936,Beautiful sunny studio in landmark building,4137206,Marcos,Glória,-22.92246,-43.17342,Espaço Inteiro,320,4,33,1,34
1620,2489727,Private room in Ipanema,12744082,Bruno,Ipanema,-22.98703,-43.19502,Quarto Inteiro,104,1,127,2,305
1621,2505216,"Near the jungle, near the city",12824024,Levindo,São Conrado,-22.98485,-43.26757,Quarto Inteiro,314,2,0,1,88
1622,2508774,Quarto em Ipanema - Private room in Ipanema,12744082,Bruno,Ipanema,-22.9879,-43.19496,Quarto Inteiro,136,1,78,2,274
1623,2510087,APART HOTEL LINDO  NA QUADRA DO MAR,22123293,Beatriz,Copacabana,-22.97505,-43.18857,Espaço Inteiro,1800,7,2,3,12
1624,2512399,5 Star Hotel Sheraton Barra Rio,12860912,Marcelo,Barra da Tijuca,-23.00997,-43.32582,Quarto Inteiro,1986,2,0,1,363
1625,2514664,New apartment Maracanã,12872158,Allan Jacques,Tijuca,-22.91674,-43.22103,Espaço Inteiro,800,1,2,1,365
1626,2515697,1- AMAZING FLAT IN RIO DE JANEIRO 201/301,10796926,Frederico & Marcela,Santa Teresa,-22.91822,-43.18301,Quarto de Hotel,281,1,107,15,348
1627,2515801,Apt in the heart of Santa Teresa!,12860378,Christiana,Santa Teresa,-22.91895,-43.18922,Espaço Inteiro,700,4,2,1,362
1628,2515896,Quarto para 2 pessoas no Méier,4443020,Rodrigo,Engenho de Dentro,-22.89814,-43.2942,Quarto Inteiro,200,1,0,1,365
1629,2515902,Bucolic Eco Art House Borges Suite,12878407,Pablo And Gloria,Laranjeiras,-22.94143,-43.19448,Quarto Inteiro,119,2,85,12,297
1630,2515926,Equipped flat in Cosme Velho,12878849,Helena,Cosme Velho,-22.93916,-43.20237,Espaço Inteiro,133,365,0,1,358
1631,2515976,2- AMAZING FLAT IN RIO DE JANEIRO 201/301,10796926,Frederico & Marcela,Santa Teresa,-22.9169,-43.18123,Quarto de Hotel,281,1,136,15,344
1632,2516064,2- FLAT WITH SUGAR LOAF MONTAIN VIEW 203 / 303,10796926,Frederico & Marcela,Santa Teresa,-22.91708,-43.1818,Espaço Inteiro,316,1,85,15,339
1633,2516384,"Penthouse Views, American Standards",8728557,Stan,Glória,-22.91993,-43.17965,Espaço Inteiro,1703,4,0,1,178
1634,2516464,On Sale apartment Copa n´Ipanema!,5060612,Gabriel,Copacabana,-22.98277,-43.19317,Espaço Inteiro,700,4,23,3,333
1635,2519138,"Aconchegante, apto completo e perto do metrô",12439673,Leticia,Botafogo,-22.95145,-43.18781,Espaço Inteiro,200,2,16,1,302
1636,2519844,Green and quiet Jardim Botanico,12899841,Bernardo,Jardim Botânico,-22.96309,-43.21916,Espaço Inteiro,700,15,0,1,365
1637,2520025,Cozzy small penthouse ap in Ipanema,12900873,Oswalber,Ipanema,-22.98651,-43.19734,Espaço Inteiro,700,30,0,1,364
1638,2520060,Belo apartamento junto ao Maracanã,12901059,Fabio,Maracanã,-22.91373,-43.22303,Espaço Inteiro,850,2,2,1,342
1639,2520113,Ilha da Gigóia: um paraíso no coração do Rio…,10283748,Paulo,Barra da Tijuca,-23.00247,-43.30903,Quarto Inteiro,3000,5,0,2,365
1640,2520137,World Cup 2014 in Copacabana,12901439,Daniela,Copacabana,-22.9648,-43.17421,Espaço Inteiro,2838,30,0,1,365
1641,2521549,Conforto na zona sul do Rio.,12909391,Leila,Flamengo,-22.93731,-43.17661,Espaço Inteiro,300,2,3,1,269
1642,2521627,C101 - RIO DE JANEIRO - COPACABANA BEACH,12909867,Giovanni,Copacabana,-22.97882,-43.18881,Espaço Inteiro,854,3,24,34,143
1643,2523418,Best Place to stay during Olympics Copacabana,12862576,Roberio,Copacabana,-22.96722,-43.18475,Espaço Inteiro,450,90,4,1,365
1644,2523728,Apt  2 quartos em Copacabana,11880094,Debora,Copacabana,-22.97882,-43.1912,Espaço Inteiro,629,5,31,1,330
1645,2524581,Maracanã House,12926061,Rafael,Maracanã,-22.91224,-43.2196,Quarto Inteiro,738,1,0,1,365
1646,2525017,Loft in Rio de Janeiro,7959805,Rodrigo,Glória,-22.91991,-43.17935,Espaço Inteiro,329,2,6,1,164
1647,2525435,Pet friendly apartment perfect for couples near the beach CaviRio PI903,1381764,CaviRio,Copacabana,-22.9619,-43.1749,Espaço Inteiro,510,2,87,20,344
1648,2525446,Apartamento perto do Pão de Açúcar,5184566,Mariana,Urca,-22.94465,-43.1609,Espaço Inteiro,420,4,2,2,352
1649,2525622,Anticipate your next holiday!,9465134,Aline,Botafogo,-22.95173,-43.17653,Quarto Compartilhado,768,5,4,2,365
1650,2526062,Leblon Luxury Contemporary,12670638,Marilia,Leblon,-22.98643,-43.23085,Espaço Inteiro,6242,4,0,1,364
1651,2528584,"Sea view at copacabana, close to Lagoa and Ipanema",12948513,Juliana,Lagoa,-22.97708,-43.19753,Espaço Inteiro,635,5,0,1,67
1652,2529866,Barra 3 qts suíte Olimpíadas 2016,12955114,Antonio Carlos,Jacarepaguá,-22.96937,-43.39285,Espaço Inteiro,2500,1,0,1,365
1653,2530079,Comfy Room for 2 people (only $80!),12956129,Vanessa,Paciência,-22.92875,-43.63425,Quarto Inteiro,454,1,0,1,365
1654,2531548,WORLD CUP - TIJUCA BRASIL,12964501,Aline,Maracanã,-22.91655,-43.22341,Espaço Inteiro,700,2,0,1,365
1655,2531801,Apart 2 blocks away from Maracana,12965789,Beatriz,Maracanã,-22.919,-43.23473,Espaço Inteiro,900,7,0,1,365
1656,2531989,Studio at Barra.,12967105,Ildefonso,Barra da Tijuca,-23.00998,-43.36793,Espaço Inteiro,361,2,161,2,209
1657,2532010,Casa 3 suites vista linda,12967202,Igor,Itanhangá,-22.99766,-43.31414,Espaço Inteiro,2400,2,0,2,365
1658,2534592,LINDA COBERTURA  NA BARRA PRÓXIMO À PRAIA,497736,Joana,Barra da Tijuca,-23.0131,-43.3052,Espaço Inteiro,7377,3,0,2,360
1659,2535302,Cobertura no Baixo Gávea!,12982550,Bianca,Gávea,-22.97191,-43.22641,Espaço Inteiro,4540,5,0,1,365
1660,2535661,Aluguel de ap para a Copa 2014,12985086,Cristiana,Grajaú,-22.92281,-43.26656,Espaço Inteiro,1400,20,0,1,365
1661,2535707,Praça São Salvador central sossego,12933528,Monica,Laranjeiras,-22.93369,-43.18085,Espaço Inteiro,500,2,9,2,354
1662,2536702,Barra - Lindo Apto frente a praia,12989278,Fabíola,Barra da Tijuca,-23.00869,-43.34967,Espaço Inteiro,1800,4,10,1,302
1663,2536745,Cobertura com Vista Cinematográfica,12989490,Christoph,Lagoa,-22.96751,-43.20052,Espaço Inteiro,1286,2,21,1,17
1664,2536814,Nice apartment in copacabana,12989380,Damásia,Copacabana,-22.97054,-43.1852,Quarto Inteiro,123,3,37,1,69
1665,2537571,Penthouse apartment in Laranjeiras,12993191,"Augusto, Gabriel E Joana",Laranjeiras,-22.93369,-43.18189,Espaço Inteiro,490,2,9,1,345
1666,2537583,Apartamento para Temporada,12993137,Gustavo,São Conrado,-22.99365,-43.25238,Espaço Inteiro,850,1,1,1,365
1667,2537815,Aluguel nas olimpiadas 2016,12993896,Camila Marriette,Jacarepaguá,-22.96778,-43.39691,Espaço Inteiro,1000,10,0,1,365
1668,2538346,Coração do Rio Lapa 2 qts com toda infraestrutura,12997321,Cleide,Centro,-22.91319,-43.18638,Espaço Inteiro,628,6,4,1,355
1669,2539099,Comfort and Design in Copacabana,12673608,Ellen & Luiz,Copacabana,-22.97347,-43.18863,Espaço Inteiro,882,1,69,1,135
1670,2539558,"Rio de Janeiro, Lagoa Copacabana Ip",13003440,Marcelo,Lagoa,-22.97605,-43.19531,Espaço Inteiro,763,2,109,1,308
1671,2539848,copa do mundo 2014,13005130,Andrea,Anil,-22.94593,-43.33628,Espaço Inteiro,700,1,0,1,363
1672,2541997,Apto Maracanã,13016764,Karla,Tijuca,-22.92089,-43.22435,Espaço Inteiro,1000,1,0,1,365
1673,2542775,2 Bedroom apartment - WorldCup 2014,11831084,Luciana,Laranjeiras,-22.94252,-43.19303,Espaço Inteiro,1050,7,0,1,365
1674,2542813,Copa do Mundo - Quarto Hotel Marina,13020216,Andre,Leblon,-22.98796,-43.22256,Quarto Inteiro,1200,1,0,1,365
1675,2542894,"near macarana, breakfast, rio guide",11990694,André,Tijuca,-22.92398,-43.2259,Quarto Inteiro,738,1,0,1,365
1676,2543302,New Apartment - Olympic Games,12030711,Heberson,Engenho de Dentro,-22.89442,-43.28842,Espaço Inteiro,500,15,0,1,363
1677,2543345,Olympics! Most Wonderful Views in Rio,13021938,Roberta,São Conrado,-23.00115,-43.27139,Espaço Inteiro,5675,1,0,1,363
1678,2543902,Excellent Apartment noble Tijuca!,13023174,Maria Clara,Tijuca,-22.93298,-43.24706,Espaço Inteiro,1500,15,0,1,365
1679,2544793,Charming and modern at Ipanema beach!,13029559,Ilana,Ipanema,-22.98507,-43.21455,Espaço Inteiro,569,3,47,1,335
1680,2545815,São Conrado 3 Bedrooms Luxury Apart,2903257,Frederico,São Conrado,-22.99351,-43.25712,Espaço Inteiro,3000,365,0,1,0
1681,2546121,Neat and convenient in Botafogo.,13036092,Thiago,Botafogo,-22.95793,-43.18504,Quarto Inteiro,250,5,0,1,365
1682,2546155,Leblon - Leblon mall - RJ,13036542,Moacyr,Leblon,-22.98193,-43.21916,Espaço Inteiro,500,5,8,1,9
1683,2546383,Maracanã in front of you!,13038137,Ana Claudia,Tijuca,-22.9164,-43.22909,Espaço Inteiro,700,7,0,1,365
1684,2546631,Your home in Copacabana/RJ/Brazil,13020068,Lu LG,Copacabana,-22.96862,-43.18644,Espaço Inteiro,414,2,363,3,0
1685,2546648,Apart. de luxo de frente para o mar,13039402,Ana Lucia,Barra da Tijuca,-23.01071,-43.32932,Espaço Inteiro,729,4,0,1,312
1686,2546943,APARTMENT WITH BALCONY IN LAPA,8368066,José Alexandre,Centro,-22.91355,-43.18426,Espaço Inteiro,150,3,125,3,270
1687,2547190,"Leblon, 2bdrooms (king bed), terrace, parking",48024,Gustavo,Leblon,-22.98553,-43.2248,Espaço Inteiro,1464,4,107,1,282
1688,2548484,Pent-house apartment at Ipanema,12376248,Jose,Ipanema,-22.98615,-43.19784,Espaço Inteiro,1135,5,4,1,272
1689,2550510,Incredible location One block from Ipanema beach!,13058091,Claudia,Ipanema,-22.98532,-43.20402,Espaço Inteiro,677,4,46,1,110
1690,2550861,Rent for World Cup,13060119,Antônio,Tijuca,-22.9189,-43.21977,Espaço Inteiro,2837,1,0,3,365
1691,2551385,Apartment Copacabana,10094702,Renata,Copacabana,-22.98488,-43.19169,Espaço Inteiro,249,30,4,1,54
1692,2552084,Olimpíadas,13042591,Marcia,Gávea,-22.97302,-43.22888,Espaço Inteiro,2554,21,0,1,365
1693,2552371,Casa Ecológica #2,13021983,Pedro,Botafogo,-22.956173,-43.180752,Quarto Inteiro,289,1,13,2,186
1694,2552885,Deluxe Studio .Best area of Ipanema,13000393,Cristina,Ipanema,-22.98411,-43.2152,Espaço Inteiro,636,2,149,1,328
1695,2553383,Loft for the World Cup,13073563,Juliana,Higienópolis,-22.87797,-43.26266,Espaço Inteiro,1500,1,0,1,365
1696,2554092,Copa do Mundo - World Cup 2014,13077700,Romulo,Maracanã,-22.91303,-43.23511,Espaço Inteiro,1200,15,0,1,365
1697,2557215,3 Bedrooms in the heart of Ipanema,1982737,Estadia,Ipanema,-22.98427,-43.20395,Espaço Inteiro,2240,4,4,78,15
1698,2558206,Room in a new Apt- 100% View Forest,990481,Alexandre,Leme,-22.96135,-43.17078,Quarto Inteiro,321,2,10,1,219
1699,2559667,Lovely Penthouse in Rio,13104767,Graça,Jardim Botânico,-22.95997,-43.20761,Espaço Inteiro,8512,10,0,1,363
1700,2559768,Lindo Conjugado em Copacabana,13105386,Kaliopi (Kali) Mathilde,Copacabana,-22.96336,-43.1767,Espaço Inteiro,144,1,11,1,140
1701,2559802,Apartamento vintage na Glória,6668899,Paulo Marcos,Glória,-22.92239,-43.17506,Espaço Inteiro,1200,10,5,7,318
1702,2560076,COMFORT IN TIJUCA FOR THE OLYMPICS,13106973,Luiz Augusto,Tijuca,-22.93782,-43.24678,Espaço Inteiro,794,6,0,1,363
1703,2560321,LUXURY 2 SUITES IN COPACABANA,13108170,Eli Hartley,Copacabana,-22.96636,-43.17355,Espaço Inteiro,2149,5,164,1,127
1704,2560415,Copacabana flat with beach view from the 3 windows,5052093,Pyari,Leme,-22.96261,-43.1709,Espaço Inteiro,843,1,0,4,296
1705,2562754,2 bdroom apt. Copacabana beach,13120528,Leila,Copacabana,-22.96419,-43.17962,Espaço Inteiro,1703,1,0,1,365
1706,2562947,Apart Hotel em Copacabana 1307,13121589,Patricia,Copacabana,-22.969,-43.18433,Espaço Inteiro,613,4,6,14,313
1707,2562973,Alugo quarto para copa do mundo,13121411,Antonio,Tijuca,-22.92238,-43.22922,Quarto Inteiro,750,2,0,1,365
1708,2563330,GU | Brand New Loft Leblon by Pílula Antropofágik,11579226,Richard,Leblon,-22.98247,-43.22466,Espaço Inteiro,611,2,340,2,291
1709,2564292,Amazing Penthouse in Leblon,13128024,Ian,Leblon,-22.98502,-43.23381,Espaço Inteiro,1700,1,0,1,365
1710,2564833,Apto Perto do Maracanã e Cristo,13130782,Pedro Savad,Rio Comprido,-22.92051,-43.21119,Espaço Inteiro,1476,7,0,1,365
1711,2569225,Boemia Carioca,4005407,Erika,Santa Teresa,-22.92022,-43.18513,Espaço Inteiro,624,1,1,23,365
1712,2569693,"Charming duplex penthouse with pool, view and close to the beach!",4613553,Frank,Copacabana,-22.98427,-43.19016,Espaço Inteiro,6930,4,25,7,267
1713,2569886,Chez Medeiros-a tropical paradise,2347500,Jorge,São Conrado,-22.98801,-43.272,Quarto Inteiro,1135,4,0,1,365
1714,2570167,Grajaú área nobre,13159262,Samitri,Grajaú,-22.92257,-43.26449,Quarto Inteiro,150,6,0,1,365
1715,2573934,Living in the heart of Santa Teresa,13180189,Cristina,Centro,-22.91676,-43.18833,Quarto Inteiro,70,7,8,3,343
1716,2574699,Amazing apartment in Barra!,13062855,Andres & Manu,Barra da Tijuca,-23.00868,-43.30012,Espaço Inteiro,3972,2,0,1,365
1717,2575337,World Cup Near Maracanã - TIJUCA,13187538,Cristiane,Tijuca,-22.9196,-43.23029,Espaço Inteiro,2500,1,0,1,365
1718,2575670,COPA 2014 EM RIO DE JANEIRO!!!,13189189,Ludmila,Humaitá,-22.95498,-43.19958,Espaço Inteiro,1200,15,0,1,365
1719,2576789,Copacabana amazing beach apartment,13195519,Daniel,Leme,-22.96622,-43.17257,Espaço Inteiro,2000,5,3,1,365
1720,2577405,FLAT 10 MTS. PRAIA LEME/COPA,13198068,Marco Aurélio,Leme,-22.96448,-43.17081,Espaço Inteiro,1286,7,8,1,365
1721,2577626,Leblon  Penthouse  Ocean View 240  Mt   240 mega,8553024,Eunice,Leblon,-22.9886,-43.22612,Espaço Inteiro,4429,3,24,1,76
1722,2577888,2 room welcoming apartment,13201491,Pedro Young,Jardim Botânico,-22.95896,-43.20437,Espaço Inteiro,1450,1,0,1,362
1723,2577997,Casa espaçosa a 3 qdrs do Maracanã,11990158,Terezinha,Vila Isabel,-22.91888,-43.23568,Espaço Inteiro,1200,10,0,2,363
1724,2578081,Apartamento moderno e amplo Recreio,13202672,Conceição,Recreio dos Bandeirantes,-23.02237,-43.45488,Espaço Inteiro,3405,5,0,1,365
1725,2580109,Quiet and Cozy Recreio beach,2728279,Antonio,Recreio dos Bandeirantes,-23.01478,-43.45194,Espaço Inteiro,371,2,22,2,297
1726,2581778,"2) Lapa, Downtown/RJ: Room for 2!",592995,Paulo Roberto,Santa Teresa,-22.91447,-43.18971,Quarto Inteiro,158,3,3,2,365
1727,2581939,LEBLON & 1 PASSO PRAIA E METRÔ // CONSULTE ANTES !,13221616,Marcel,Leblon,-22.98569,-43.22376,Espaço Inteiro,350,1,4,1,166
1728,2582364,Carnival beach block Leblon.,9689241,Georg,Leblon,-22.98739,-43.22318,Espaço Inteiro,870,3,7,2,345
1729,2582442,Linda Cobertura c/ Piscina -  4 Quartos,13223606,Patricia,Copacabana,-22.96405,-43.18136,Espaço Inteiro,1800,3,8,1,317
1730,2582937,Apartment in Copacabana,13225596,Maria Aparecida,Copacabana,-22.97803,-43.19239,Espaço Inteiro,621,3,2,1,89
1731,2585442,Leblon- apto 2bedrooms/2 baths,11243184,Luiza,Leblon,-22.97752,-43.22084,Espaço Inteiro,2000,30,1,1,359
1732,2588020,Luxuoso apt 2 quartos em ipanema.,4873555,Pedro,Ipanema,-22.9822,-43.19958,Espaço Inteiro,851,1,0,12,355
1733,2589200,Leblon apartment - newly renovated,13256552,Richard,Leblon,-22.9846,-43.23266,Espaço Inteiro,475,1,1,1,0
1734,2589709,Apartment for the World Cup,13258735,Veronica,Tijuca,-22.91756,-43.21908,Espaço Inteiro,850,1,0,1,365
1735,2590071,Charmoso apto. na Rua Dias Ferreira,13260420,Denise,Leblon,-22.98588,-43.22847,Espaço Inteiro,200,3,18,3,0
1736,2590568,lovely 3BD in best of Rio,2061412,Liliane,Leblon,-22.9843,-43.22797,Espaço Inteiro,4662,2,4,1,365
1737,2590654,Room next Maracanã RJ,13262995,Mario,Grajaú,-22.91956,-43.26214,Quarto Inteiro,200,1,0,1,365
1738,2590985,Jardim Botânico- Somente Copa Mundo,13215734,Marcio,Jardim Botânico,-22.95788,-43.20337,Espaço Inteiro,1100,34,0,1,365
1739,2591465,"GREAT PROPERTY, SEA VIEW, 2 BEDROOMS",13266529,Cristiane,Barra da Tijuca,-23.01097,-43.33055,Espaço Inteiro,786,2,79,1,295
1740,2592321,Apartamento Cachambi,13270891,Jose,Cachambi,-22.88684,-43.27597,Espaço Inteiro,375,1,0,1,365
1741,2592761,Studio in Copacabana Beach,13273754,Edson,Copacabana,-22.97616,-43.19114,Espaço Inteiro,241,2,67,2,54
1742,2594046,Apartamento na Barra da Tijuca,11453088,Mary,Barra da Tijuca,-23.00211,-43.34998,Espaço Inteiro,1022,5,2,2,0
1743,2594098,Apartment Olympics Games - Maracanã,13281778,Leonardo,Vila Isabel,-22.92151,-43.24121,Espaço Inteiro,950,1,0,1,365
1744,2595841,"Copacabana ROOM AND LIVING ROOM, GO",13291724,Luiz,Copacabana,-22.97321,-43.19235,Espaço Inteiro,681,3,0,1,358
1745,2596219,Copacabana for group or family,13294130,Jacqueline,Copacabana,-22.96579,-43.19154,Espaço Inteiro,564,5,47,1,49
1746,2596757,Lovely Apartment at Lagoa,13282781,Felipe,Lagoa,-22.97261,-43.20562,Espaço Inteiro,4540,1,0,1,365
1747,2596840,Encantadora suíte e bela vista na Barra da Tijuca,13298164,Julieta,Barra da Tijuca,-23.00955,-43.29777,Quarto Inteiro,200,2,8,2,1
1748,2598991,Copa do mundo - 1km do Maracanã,13281065,Tereza,São Francisco Xavier,-22.90704,-43.23946,Espaço Inteiro,1300,1,0,1,365
1749,2599256,Penthouse close to Maracanã,13310176,Raquel,Andaraí,-22.92288,-43.24685,Quarto Inteiro,600,2,0,1,364
1750,2599441,apartamento em copacabana vista mar,13311155,Jorge,Copacabana,-22.98131,-43.19114,Quarto Inteiro,1000,1,0,1,365
1751,2599535,Apartment for the World Cup 2014,11824679,Leopoldo,Rio Comprido,-22.92012,-43.20955,Espaço Inteiro,1702,5,0,1,365
1752,2600036,Penthouse Triplex Apartment in Leblon,13314467,Paulo Roberto Martins,Leblon,-22.98187,-43.22205,Espaço Inteiro,186,2,52,1,13
1753,2600789,Duplex House - 5 min. Maracanã,13318755,Severino Felinto,Maracanã,-22.91611,-43.23359,Espaço Inteiro,500,5,2,1,299
1754,2600881,apartamento ipanema,13319267,Elisabeth,Ipanema,-22.98433,-43.20321,Espaço Inteiro,1200,7,7,1,161
1755,2601095,Great place!! posto 6 Copacabana RJ,13320401,Isadora,Copacabana,-22.98066,-43.1901,Espaço Inteiro,2500,3,3,1,365
1756,2601130,3 bedrooms - incredible location!,13320568,André,Copacabana,-22.98372,-43.1939,Espaço Inteiro,300,3,30,1,322
1757,2604103,Amazing ocean front high-end apt,2435850,Renato,Copacabana,-22.97947,-43.19064,Espaço Inteiro,3973,5,0,1,363
1758,2604279,Alugo apto para copa / rent a flat,13338035,Cynthia,Recreio dos Bandeirantes,-23.02245,-43.48829,Espaço Inteiro,800,7,0,1,365
1759,2604836,Apartment to World Cup in Brazil,13340414,Moyses,Jacarepaguá,-22.96681,-43.3962,Espaço Inteiro,567,3,0,1,365
1760,2604958,Ótimo apartamento,13264777,Marcio,Jacarepaguá,-22.95447,-43.31874,Espaço Inteiro,1500,1,0,1,365
1761,2607447,Cozy Studio in Lapa,4898806,Nadia,Centro,-22.91384,-43.18828,Espaço Inteiro,260,5,1,2,76
1762,2607653,Apartamento Próximo ao Maracanã,13353818,Marcus,Tijuca,-22.9312,-43.23873,Espaço Inteiro,2375,1,0,1,365
1763,2607831,Carioca Studio near Copacabana beach,10896846,Dalva,Copacabana,-22.97079,-43.18827,Espaço Inteiro,231,3,105,2,145
1764,2607979,Ipanema posto 8,9123104,Jose Antonio,Ipanema,-22.98799,-43.19304,Espaço Inteiro,197,2,97,6,293
1765,2608167,Apto totalmente novo em Ipanema,6106617,Catarina,Ipanema,-22.98245,-43.20308,Espaço Inteiro,4000,1,12,1,364
1766,2612389,Room for a couple or two singles,12618067,Maria Elisa,Jardim Botânico,-22.96564,-43.22027,Quarto Inteiro,420,5,0,2,365
1767,2612695,Vista incrivel em Copacabana,13379496,João,Copacabana,-22.96659,-43.19164,Espaço Inteiro,392,3,183,1,130
1768,2612782,Qt 1 quadra da praia de Copacabana,10814413,Madeleine,Copacabana,-22.98013,-43.19007,Quarto Inteiro,400,3,0,1,365
1769,2612825,Solar do Cosme - Double Room,13379988,Marcia,Cosme Velho,-22.94403,-43.20244,Quarto Inteiro,450,2,0,5,360
1770,2612881,Solar do Cosme - Double Suite Room,13379988,Marcia,Cosme Velho,-22.94254,-43.20178,Quarto Inteiro,550,2,0,5,175
1771,2612945,Solar do Cosme - Triple Room,13379988,Marcia,Cosme Velho,-22.94382,-43.20239,Quarto Inteiro,550,2,0,5,360
1772,2612969,Solar do Cosme - Quadruple Room,13379988,Marcia,Santa Teresa,-22.94438,-43.20074,Quarto Inteiro,700,2,0,5,360
1773,2612983,Charming Studio Copacabana KittyLet,11389355,Leticia,Copacabana,-22.96439,-43.17971,Espaço Inteiro,170,30,41,4,33
1774,2613264,"Flamengo, incredible view, 4 rooms!",13354246,Silvia,Flamengo,-22.9393,-43.17111,Espaço Inteiro,6427,7,0,1,365
1775,2613692,Refurbished one bedroom Copacabana 3 min from the beach,6213964,Efigenia,Copacabana,-22.97312,-43.18955,Espaço Inteiro,600,4,19,5,52
1776,2614230,3 bedrooms Copacabana - holidays,13354377,Eduardo,Copacabana,-22.9671,-43.17747,Espaço Inteiro,880,2,8,3,334
1777,2614283,Small building in heart of Leblon,13387287,Jose,Leblon,-22.98213,-43.22213,Espaço Inteiro,701,1,24,2,324
1778,2614489,Best Location & comfort in Ipanema,13388327,Vívian & Fábio,Ipanema,-22.98162,-43.19861,Espaço Inteiro,255,4,61,1,98
1779,2614862,Renovated apartment w sea view -Rio,855167,Leonardo,Barra da Tijuca,-23.00783,-43.36539,Espaço Inteiro,350,5,2,1,324
1780,2615212,aluguel de apto para a Copa - 2014,13393320,Rita,Maracanã,-22.91403,-43.23085,Espaço Inteiro,1500,1,0,1,365
1781,2615241,"Apartamento para Copa, Reveillon e",13393472,Maria Auxiliadora,Taquara,-22.91845,-43.37011,Espaço Inteiro,300,3,0,1,365
1782,2617555,Ótimo apartamento  quadra Praia  Copacabana..,9725950,Maria Eliza,Copacabana,-22.96411,-43.17584,Espaço Inteiro,150,10,1,4,268
1783,2617955,Seaside suite,12230685,Claudia,Barra da Tijuca,-23.01092,-43.34312,Quarto Inteiro,181,2,29,1,99
1784,2618255,COBERTURA DUPLEX COPACABANA,13370078,Luiz,Copacabana,-22.96444,-43.17449,Espaço Inteiro,1200,1,0,4,359
1785,2620009,4 SUITES  Réveillon Barra da Tijuca,13417629,Eliana,Jacarepaguá,-22.97178,-43.35742,Espaço Inteiro,2000,1,3,1,267
1786,2620366,Apartament Standard Baara da Tijuca,11647749,Luiz Carlos Torres,Jacarepaguá,-22.96898,-43.38464,Espaço Inteiro,1400,5,1,1,365
1787,2620460,2br+den spatious seaview Copacabana,6776547,Paulo,Copacabana,-22.96428,-43.17472,Espaço Inteiro,732,3,1,1,363
1788,2620957,Spacious Apartment. Great location,10222809,Joana,Laranjeiras,-22.93733,-43.18157,Espaço Inteiro,179,3,6,1,269
1789,2626884,Charming private suite at Lagoa,10376023,Danton,Lagoa,-22.96257,-43.20731,Quarto Inteiro,1016,2,0,1,365
1790,2627345,Quarto de casal/suite bucólico,13453962,José Luiz,Itanhangá,-22.98692,-43.30018,Quarto Inteiro,650,7,0,1,365
